Center Image,Left Image,Right Image,Steering,Throttle,Reverse,Speed
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_52_986.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_52_986.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_52_986.jpg,0,1,0,30.1903
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_53_063.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_53_063.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_53_063.jpg,0,1,0,30.19029
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_53_140.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_53_140.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_53_140.jpg,0,1,0,30.19031
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_53_215.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_53_215.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_53_215.jpg,0,1,0,30.19031
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_53_287.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_53_287.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_53_287.jpg,0,1,0,30.19028
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_53_361.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_53_361.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_53_361.jpg,0,1,0,30.19032
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_53_435.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_53_435.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_53_435.jpg,0,1,0,30.19025
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_53_510.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_53_510.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_53_510.jpg,0,1,0,30.19033
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_53_585.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_53_585.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_53_585.jpg,0,1,0,30.19027
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_53_658.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_53_658.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_53_658.jpg,-0.2,1,0,30.18023
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_53_733.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_53_733.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_53_733.jpg,-0.4,1,0,30.15726
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_53_808.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_53_808.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_53_808.jpg,-0.5500001,1,0,30.13956
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_53_882.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_53_882.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_53_882.jpg,0,1,0,30.18629
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_53_960.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_53_960.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_53_960.jpg,0,1,0,30.18939
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_54_035.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_54_035.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_54_035.jpg,0,1,0,30.19014
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_54_110.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_54_110.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_54_110.jpg,0,1,0,30.19028
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_54_189.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_54_189.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_54_189.jpg,0,1,0,30.19053
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_54_265.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_54_265.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_54_265.jpg,0,1,0,30.1903
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_54_339.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_54_339.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_54_339.jpg,0,1,0,30.19031
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_54_412.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_54_412.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_54_412.jpg,0,1,0,30.19017
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_54_485.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_54_485.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_54_485.jpg,0,1,0,30.19028
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_54_556.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_54_556.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_54_556.jpg,0,1,0,30.19029
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_54_626.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_54_626.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_54_626.jpg,0,1,0,30.19029
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_54_696.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_54_696.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_54_696.jpg,0,1,0,30.19027
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_54_764.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_54_764.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_54_764.jpg,0,1,0,30.19032
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_54_833.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_54_833.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_54_833.jpg,0,1,0,30.19027
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_54_902.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_54_902.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_54_902.jpg,0,1,0,30.1903
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_54_972.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_54_972.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_54_972.jpg,0,1,0,30.19028
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_55_045.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_55_045.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_55_045.jpg,0,1,0,30.19034
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_55_115.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_55_115.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_55_115.jpg,0,1,0,30.1903
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_55_189.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_55_189.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_55_189.jpg,0,1,0,30.19029
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_55_261.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_55_261.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_55_261.jpg,0,1,0,30.19029
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_55_334.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_55_334.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_55_334.jpg,0,1,0,30.19029
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_55_408.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_55_408.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_55_408.jpg,0,1,0,30.19029
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_55_486.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_55_486.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_55_486.jpg,0,1,0,30.1903
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_55_560.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_55_560.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_55_560.jpg,0,1,0,30.19029
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_55_638.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_55_638.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_55_638.jpg,0,1,0,30.19031
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_55_717.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_55_717.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_55_717.jpg,0,1,0,30.19031
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_55_795.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_55_795.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_55_795.jpg,-0.2,1,0,30.17981
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_55_878.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_55_878.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_55_878.jpg,-0.4,1,0,30.1575
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_55_958.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_55_958.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_55_958.jpg,0,1,0,30.18648
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_56_035.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_56_035.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_56_035.jpg,0,1,0,30.18961
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_56_114.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_56_114.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_56_114.jpg,0,1,0,30.19016
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_56_192.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_56_192.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_56_192.jpg,0,1,0,30.1903
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_56_266.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_56_266.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_56_266.jpg,0,1,0,30.1903
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_56_340.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_56_340.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_56_340.jpg,0,1,0,30.19029
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_56_415.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_56_415.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_56_415.jpg,0,1,0,30.19025
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_56_494.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_56_494.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_56_494.jpg,0,1,0,30.19029
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_56_575.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_56_575.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_56_575.jpg,0,1,0,30.1903
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_56_642.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_56_642.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_56_642.jpg,0,1,0,30.19032
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_56_710.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_56_710.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_56_710.jpg,0,1,0,30.1903
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_56_786.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_56_786.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_56_786.jpg,0,1,0,30.19029
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_56_863.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_56_863.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_56_863.jpg,0,1,0,30.19028
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_56_938.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_56_938.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_56_938.jpg,0,1,0,30.19032
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_57_011.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_57_011.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_57_011.jpg,0,1,0,30.19029
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_57_083.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_57_083.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_57_083.jpg,0,1,0,30.19029
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_57_156.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_57_156.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_57_156.jpg,0,1,0,30.19031
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_57_227.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_57_227.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_57_227.jpg,0,1,0,30.1903
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_57_300.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_57_300.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_57_300.jpg,0,1,0,30.1903
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_57_374.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_57_374.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_57_374.jpg,0,1,0,30.1903
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_57_445.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_57_445.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_57_445.jpg,0,1,0,30.19029
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_57_524.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_57_524.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_57_524.jpg,0,1,0,30.19029
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_57_601.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_57_601.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_57_601.jpg,0,1,0,30.19027
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_57_672.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_57_672.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_57_672.jpg,0,1,0,30.19029
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_57_745.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_57_745.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_57_745.jpg,0,1,0,30.19032
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_57_819.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_57_819.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_57_819.jpg,0,1,0,30.19035
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_57_893.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_57_893.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_57_893.jpg,0,1,0,30.1903
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_57_965.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_57_965.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_57_965.jpg,0,1,0,30.19031
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_58_039.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_58_039.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_58_039.jpg,0,1,0,30.19028
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_58_113.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_58_113.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_58_113.jpg,0,1,0,30.19033
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_58_187.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_58_187.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_58_187.jpg,0,1,0,30.19028
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_58_258.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_58_258.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_58_258.jpg,0,1,0,30.19029
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_58_332.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_58_332.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_58_332.jpg,0,1,0,30.1903
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_58_410.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_58_410.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_58_410.jpg,0,1,0,30.19029
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_58_485.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_58_485.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_58_485.jpg,0,1,0,30.1903
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_58_561.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_58_561.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_58_561.jpg,0,1,0,30.19028
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_58_637.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_58_637.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_58_637.jpg,-0.1,1,0,30.18768
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_58_718.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_58_718.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_58_718.jpg,-0.3,1,0,30.16927
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_58_798.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_58_798.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_58_798.jpg,-0.5000001,1,0,30.14539
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_58_875.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_58_875.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_58_875.jpg,0,1,0,30.18745
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_58_954.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_58_954.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_58_954.jpg,0,1,0,30.18972
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_59_030.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_59_030.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_59_030.jpg,0,1,0,30.19011
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_59_103.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_59_103.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_59_103.jpg,0,1,0,30.19028
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_59_175.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_59_175.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_59_175.jpg,0.05,1,0,30.18957
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_59_248.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_59_248.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_59_248.jpg,0.2,1,0,30.17912
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_59_325.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_59_325.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_59_325.jpg,0,1,0,30.18243
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_59_397.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_59_397.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_59_397.jpg,0,1,0,30.1894
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_59_469.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_59_469.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_59_469.jpg,0,1,0,30.19005
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_59_542.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_59_542.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_59_542.jpg,0,1,0,30.1902
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_59_618.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_59_618.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_59_618.jpg,0,1,0,30.19026
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_59_693.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_59_693.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_59_693.jpg,0,1,0,30.1903
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_59_768.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_59_768.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_59_768.jpg,0,1,0,30.19032
C:\Users\Shehab Abdo\Documents\data\IMG\center_2023_09_29_12_02_59_842.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\left_2023_09_29_12_02_59_842.jpg,C:\Users\Shehab Abdo\Documents\data\IMG\right_2023_09_29_12_02_59_842.jpg,0,1,0,30.19032
